Time (ms)	Distance 1 (um)	Distance 2 (um)	Force Channel 1 (pN)	Force Channel 2 (pN)	Force Channel 3 (pN)	Force Channel 4 (pN)	Force Channel 5 (pN)	Force Channel 6 (pN)	Force Channel 1 STDEV (pN)	Force Channel 2 STDEV (pN)	Force Channel 3 STDEV (pN)	Force Channel 4 STDEV (pN)	Force Channel 5 STDEV (pN)	Force Channel 6 STDEV (pN)	Force Trap 1 (pN)	Force Trap 2 (pN)	Force Trap 3 (pN)	Force Trap 1 STDEV (pN)	Force Trap 2 STDEV (pN)	Force Trap 3 STDEV (pN)	Bead 1 X position (um)	Bead 1 Y position (um)	Bead 2 X position (um)	Bead 2 Y position (um)	Bead 3 X position (um)	Bead 3 Y position (um)	Bead 4 X position (um)	Bead 4 Y position (um)
8742.00000000	2.49418768	0.00000000	-12.54664889	0.23767135	14.09031889	-0.58478432	-1.69628540	-2.22059426	1.39989982	1.33791397	1.21986556	1.30253903	0.00026358	0.00034794	12.54889980	14.10244869	2.79435556	1.39987808	1.22001252	0.00031946	6.19941733	5.65144340	11.92283853	5.74511552	0.00000000	0.00000000	0.00000000	0.00000000
8748.00000000	2.49124054	0.00000000	-12.61552408	0.46677220	14.03374408	-0.70290109	-1.69638897	-2.22061630	1.75314346	1.47282712	1.16863763	1.37853498	0.00029760	0.00036208	12.62415638	14.05133598	2.79443595	1.75279083	1.16920990	0.00033975	6.20251300	5.65140749	11.92294659	5.74749507	0.00000000	0.00000000	0.00000000	0.00000000
8753.00000000	2.49069367	0.00000000	-12.24093607	0.58955820	14.46110818	-0.82086336	-1.69646409	-2.22070837	1.29323853	1.24081131	1.20062586	1.34379055	0.00036240	0.00043520	12.25512525	14.48438699	2.79455471	1.29311965	1.20111298	0.00040988	6.20294186	5.65089862	11.92282895	5.74695952	0.00000000	0.00000000	0.00000000	0.00000000
8757.00000000	2.49544623	0.00000000	-12.54203617	0.42025320	14.12713512	-0.27389699	-1.69615738	-2.22052122	1.40930639	1.56621856	1.34192759	1.23190248	0.00032855	0.00038346	12.54907503	14.12979003	2.79421982	1.40949215	1.34188794	0.00036419	6.20017381	5.65219236	11.92482616	5.74753406	0.00000000	0.00000000	0.00000000	0.00000000
8762.00000000	2.49144713	0.00000000	-12.47431854	0.82442377	13.99267853	-0.50923281	-1.69628591	-2.22056169	1.35532635	1.25435284	1.31255607	1.51316861	0.00032594	0.00039993	12.50153181	14.00194167	2.79433000	1.35490352	1.31284166	0.00037437	6.20327085	5.65008913	11.92387543	5.74827480	0.00000000	0.00000000	0.00000000	0.00000000
8768.00000000	2.49104486	0.00000000	-13.08198641	0.63869561	14.29731886	-0.85835849	-1.69643579	-2.22068268	1.29694718	1.66097880	1.24191148	1.24624583	0.00041069	0.00052497	13.09756850	14.32306202	2.79451712	1.29793395	1.24192708	0.00048599	6.20349451	5.65030595	11.92368939	5.74892047	0.00000000	0.00000000	0.00000000	0.00000000
8772.00000000	2.49394745	0.00000000	-12.49989775	0.47909114	14.29899496	-0.72171931	-1.69628542	-2.22058235	1.31746674	1.63885378	1.39648704	1.38068406	0.00036109	0.00043588	12.50907559	14.31719720	2.79434612	1.31799556	1.39644711	0.00040991	6.20244734	5.65101626	11.92558537	5.74727415	0.00000000	0.00000000	0.00000000	0.00000000
8777.00000000	2.49147179	0.00000000	-12.64023880	0.44488102	14.39211043	-0.28963376	-1.69626585	-2.22046461	1.17046164	1.46487450	1.41008851	1.42115552	0.00039113	0.00048925	12.64806531	14.39502450	2.79424067	1.17087162	1.41009301	0.00045556	6.20328863	5.65139279	11.92398076	5.74584395	0.00000000	0.00000000	0.00000000	0.00000000
8782.00000000	2.49215942	0.00000000	-12.88996870	0.35957855	14.50713910	-0.29466842	-1.69652415	-2.22069498	1.30648616	1.52161139	1.42598587	1.52785652	0.00036537	0.00049829	12.89498313	14.51013144	2.79458054	1.30666720	1.42602938	0.00045386	6.20210604	5.65056279	11.92343632	5.74797043	0.00000000	0.00000000	0.00000000	0.00000000
8787.00000000	2.49292492	0.00000000	-13.02937540	0.79551926	14.15869043	-0.68205981	-1.69634431	-2.22058141	1.31093144	1.32344338	1.14905407	1.32493069	0.00031688	0.00040449	13.05363835	14.17510918	2.79438111	1.31097813	1.14949234	0.00037459	6.20300957	5.65301586	11.92518867	5.74540689	0.00000000	0.00000000	0.00000000	0.00000000
8792.00000000	2.49614696	0.00000000	-13.11223187	0.24012281	14.02540010	-0.63938271	-1.69647631	-2.22062437	1.33125590	1.59049188	1.01943412	1.33283196	0.00038583	0.00046029	13.11443035	14.03996646	2.79449539	1.33135127	1.02018371	0.00043433	6.20250616	5.65456780	11.92793414	5.74530635	0.00000000	0.00000000	0.00000000	0.00000000
8797.00000000	2.49338971	0.00000000	-13.20199576	0.61376552	14.52192633	-0.73370500	-1.69654970	-2.22073504	1.46114913	1.46892226	1.39156583	1.35497734	0.00036018	0.00049670	13.21625515	14.54044935	2.79462788	1.46116594	1.39147389	0.00045122	6.20319424	5.65064349	11.92578646	5.74618457	0.00000000	0.00000000	0.00000000	0.00000000
8802.00000000	2.49746734	0.00000000	-13.31014764	0.78436772	14.39946997	-0.49327554	-1.69623266	-2.22049147	1.39770519	1.58077585	1.22657636	1.30388029	0.00032878	0.00043811	13.33323902	14.40791644	2.79424187	1.39838008	1.22666982	0.00040130	6.20021622	5.65030253	11.92689587	5.74528857	0.00000000	0.00000000	0.00000000	0.00000000
8807.00000000	2.49406183	0.00000000	-13.23792780	0.86044979	14.47572335	-0.35433489	-1.69652886	-2.22074623	1.49510447	1.47320002	1.15882908	1.23682391	0.00039391	0.00041511	13.26586244	14.48005938	2.79462413	1.49501299	1.15887735	0.00040743	6.20384676	5.65174504	11.92713389	5.74591645	0.00000000	0.00000000	0.00000000	0.00000000
8812.00000000	2.49425106	0.00000000	-13.05775598	0.66750699	14.64491222	-0.47622346	-1.69650588	-2.22062005	1.33925472	1.37624806	1.38663219	1.38558742	0.00030513	0.00041638	13.07480619	14.65265310	2.79450990	1.33935247	1.38663108	0.00037919	6.20378862	5.64810047	11.92722965	5.74439666	0.00000000	0.00000000	0.00000000	0.00000000
8817.00000000	2.49264780	0.00000000	-13.08218716	0.60454303	14.67360255	-0.33296534	-1.69635810	-2.22046539	1.25482739	1.40609402	1.19311923	1.45033629	0.00031037	0.00039885	13.09614803	14.67737980	2.79429729	1.25516911	1.19326587	0.00036872	6.20464496	5.65070813	11.92647180	5.74763802	0.00000000	0.00000000	0.00000000	0.00000000
8822.00000000	2.49685845	0.00000000	-13.71640620	0.71313061	14.73998331	-0.50944188	-1.69665512	-2.22073595	1.28282320	1.58840092	1.28697121	1.40254750	0.00030968	0.00041012	13.73493190	14.74878432	2.79469260	1.28374476	1.28711529	0.00037624	6.20262654	5.64990172	11.92865505	5.74739658	0.00000000	0.00000000	0.00000000	0.00000000
8827.00000000	2.49683838	0.00000000	-13.21601662	0.81198381	14.88952380	-0.76876870	-1.69644443	-2.22055320	1.39308525	1.32637191	1.44855942	1.30319349	0.00032337	0.00041411	13.24093701	14.90935694	2.79441948	1.39284036	1.44819228	0.00038317	6.20332078	5.65293652	11.92938007	5.74739726	0.00000000	0.00000000	0.00000000	0.00000000
8832.00000000	2.49633636	0.00000000	-13.61706149	0.84260902	15.02126279	-0.78669123	-1.69647981	-2.22058586	1.34047174	1.28991098	1.18230344	1.20444302	0.00028962	0.00037916	13.64310645	15.04184892	2.79446691	1.34028250	1.18236456	0.00034885	6.20273598	5.65156925	11.92828434	5.74656486	0.00000000	0.00000000	0.00000000	0.00000000
8837.00000000	2.49650843	0.00000000	-13.56724057	0.61671388	14.77984755	-0.37875971	-1.69657161	-2.22068436	1.23594014	1.42395990	1.14713019	1.28435715	0.00033253	0.00043640	13.58125004	14.78469995	2.79460092	1.23635725	1.14722564	0.00040126	6.20361420	5.65090067	11.92930756	5.74751490	0.00000000	0.00000000	0.00000000	0.00000000
8842.00000000	2.49698573	0.00000000	-12.84543103	0.84152526	14.86882828	-0.65129778	-1.69636275	-2.22065027	1.38550360	1.47511967	1.40045023	1.48688186	0.00034526	0.00041468	12.87296637	14.88308581	2.79444703	1.38589890	1.40062085	0.00039054	6.20423867	5.65125121	11.93048127	5.74350818	0.00000000	0.00000000	0.00000000	0.00000000
8847.00000000	2.49809415	0.00000000	-13.15739075	0.74528672	14.62637392	-0.19835785	-1.69641334	-2.22060002	1.32597546	1.24517235	1.29954326	1.61475625	0.00029026	0.00038455	13.17848185	14.62771888	2.79443781	1.32572488	1.29960825	0.00035274	6.20346510	5.65215713	11.93080821	5.74491238	0.00000000	0.00000000	0.00000000	0.00000000
8852.00000000	2.49799506	0.00000000	-13.20043371	0.68083355	14.54088758	-0.41157699	-1.69646743	-2.22065609	1.41059611	1.48368608	1.23386820	1.32129380	0.00036471	0.00045956	13.21797959	14.54671122	2.79451520	1.41079503	1.23394067	0.00042706	6.20379546	5.65043591	11.93093132	5.74964412	0.00000000	0.00000000	0.00000000	0.00000000
8857.00000000	2.49775416	0.00000000	-12.88007164	0.37702188	14.49729668	-0.65352856	-1.69640021	-2.22064746	1.51317084	1.37538720	1.28152663	1.28401258	0.00035216	0.00042408	12.88558849	14.51201952	2.79446754	1.51305825	1.28153168	0.00039908	6.20297879	5.65321627	11.92994640	5.74813595	0.00000000	0.00000000	0.00000000	0.00000000
8862.00000000	2.49853195	0.00000000	-13.23342109	0.66767236	14.49097853	-0.35183666	-1.69633111	-2.22053214	1.32783924	1.50320031	1.38161292	1.29520764	0.00029852	0.00039721	13.25025359	14.49524915	2.79433395	1.32831381	1.38156361	0.00036397	6.20237963	5.65211541	11.93010371	5.74831926	0.00000000	0.00000000	0.00000000	0.00000000
8867.00000000	2.49923123	0.00000000	-13.49496683	0.67988105	15.00705371	-0.48069072	-1.69642844	-2.22063920	1.34201956	1.39654318	1.26681223	1.32129525	0.00041545	0.00052748	13.51208230	15.01475024	2.79447811	1.34216039	1.26686927	0.00048919	6.20396098	5.65058091	11.93237724	5.74721190	0.00000000	0.00000000	0.00000000	0.00000000
8872.00000000	2.49813016	0.00000000	-13.49440639	1.03515695	15.05974332	-0.83355776	-1.69651884	-2.22067670	1.09135041	1.38314086	1.29651738	1.42541543	0.00031538	0.00045538	13.53405164	15.08279441	2.79456279	1.09328387	1.29693057	0.00040940	6.20428860	5.65201076	11.93161119	5.74819341	0.00000000	0.00000000	0.00000000	0.00000000
8877.00000000	2.49941879	0.00000000	-13.53809460	0.92854145	14.92072861	-0.71779865	-1.69625248	-2.22045760	1.28457744	1.49360987	1.17837986	1.23142820	0.00029347	0.00038488	13.56990032	14.93798438	2.79422698	1.28563536	1.17850510	0.00035395	6.20420516	5.65008811	11.93278900	5.74789861	0.00000000	0.00000000	0.00000000	0.00000000
8882.00000000	2.50122725	0.00000000	-13.49844263	0.77930378	14.84503570	-0.45288219	-1.69649211	-2.22072232	1.33958113	1.36753944	1.25104172	1.27628670	0.00038936	0.00049555	13.52091964	14.85194221	2.79458281	1.33967498	1.25106543	0.00045928	6.20400065	5.64981212	11.93445927	5.74367302	0.00000000	0.00000000	0.00000000	0.00000000
8887.00000000	2.49807572	0.00000000	-13.52798929	1.22139297	14.96704968	-0.59482923	-1.69637070	-2.22066242	1.37719879	1.41962312	1.29909643	1.63991691	0.00035123	0.00041366	13.58301494	14.97886504	2.79446151	1.37754706	1.29970426	0.00039181	6.20502046	5.64975638	11.93223361	5.74915918	0.00000000	0.00000000	0.00000000	0.00000000
8892.00000000	2.49938197	0.00000000	-13.28763403	0.85334668	14.87429997	-0.69769339	-1.69628784	-2.22058739	1.27022456	1.31003673	1.29395016	1.27776417	0.00032337	0.00042411	13.31500728	14.89065397	2.79435159	1.27039063	1.29391485	0.00039003	6.20442198	5.64988702	11.93295178	5.74870023	0.00000000	0.00000000	0.00000000	0.00000000
8897.00000000	2.50030185	0.00000000	-13.27503030	0.47777631	15.10180723	-0.34465029	-1.69647469	-2.22074633	1.34063331	1.60810485	1.25018709	1.43731290	0.00034615	0.00040571	13.28362525	15.10573949	2.79459132	1.34101378	1.25029178	0.00038484	6.20349382	5.65126489	11.93298051	5.74791708	0.00000000	0.00000000	0.00000000	0.00000000
8902.00000000	2.50194943	0.00000000	-13.31559290	0.97139617	14.88791887	-0.82851069	-1.69631900	-2.22056100	1.38173030	1.46350499	1.20195871	1.41166816	0.00029594	0.00038500	13.35097842	14.91095431	2.79434953	1.38217593	1.20266243	0.00035479	6.20381119	5.65114929	11.93493394	5.74849504	0.00000000	0.00000000	0.00000000	0.00000000
8907.00000000	2.50176101	0.00000000	-13.58252856	0.75422194	15.21028304	-0.37213381	-1.69645619	-2.22064436	1.24684016	1.38441133	1.13183220	1.14290172	0.00029791	0.00038047	13.60345297	15.21483466	2.79449906	1.24728630	1.13183885	0.00035230	6.20426672	5.64997080	11.93522121	5.74612096	0.00000000	0.00000000	0.00000000	0.00000000
8912.00000000	2.50132001	0.00000000	-13.56963238	0.60761217	15.09536566	-0.89086095	-1.69653847	-2.22080233	1.21353754	1.52130207	1.43086923	1.49494151	0.00033056	0.00046851	13.58322920	15.12163012	2.79467454	1.21423127	1.43109657	0.00042294	6.20387890	5.65011102	11.93437172	5.74748207	0.00000000	0.00000000	0.00000000	0.00000000
8917.00000000	2.50200185	0.00000000	-13.93766373	0.76770897	15.23609986	-0.58587806	-1.69642095	-2.22050104	1.42856747	1.44406798	1.20068193	1.33816299	0.00030517	0.00039437	13.95879104	15.24736016	2.79436377	1.42861461	1.20089652	0.00036405	6.20499036	5.65123342	11.93619519	5.74681793	0.00000000	0.00000000	0.00000000	0.00000000
8922.00000000	2.50382371	0.00000000	-13.69211586	0.29662463	15.25455973	-0.20371584	-1.69637341	-2.22054210	1.38137979	1.43117931	1.29994526	1.14850081	0.00028785	0.00038199	13.69532850	15.25591993	2.79436754	1.38140357	1.29991983	0.00035025	6.20354375	5.65073310	11.93656317	5.74676800	0.00000000	0.00000000	0.00000000	0.00000000
8927.00000000	2.49993302	0.00000000	-13.94152064	0.72338090	15.28294974	-0.55301571	-1.69650706	-2.22072598	1.20820476	1.41465291	1.39427060	1.27791820	0.00034355	0.00041481	13.96027499	15.29295194	2.79459479	1.20880628	1.39412479	0.00039006	6.20621194	5.64763400	11.93529098	5.74655734	0.00000000	0.00000000	0.00000000	0.00000000
8932.00000000	2.50459472	0.00000000	-13.69477996	0.65619152	15.31288608	-0.69563131	-1.69628619	-2.22046681	1.15530339	1.30788410	1.00857122	1.19682492	0.00029470	0.00038423	13.71049180	15.32867845	2.79425476	1.15567591	1.00899501	0.00035388	6.20403622	5.65308700	11.93786957	5.74653066	0.00000000	0.00000000	0.00000000	0.00000000
8937.00000000	2.50135870	0.00000000	-14.06517682	0.48388123	15.48832044	-0.20795665	-1.69636646	-2.22059259	1.30697606	1.44914532	1.26152833	1.43567890	0.00029813	0.00037197	14.07349779	15.48971646	2.79440344	1.30715326	1.26156189	0.00034659	6.20514426	5.64931556	11.93561518	5.75018925	0.00000000	0.00000000	0.00000000	0.00000000
8942.00000000	2.50565470	0.00000000	-13.95361595	0.16498016	15.35056837	-0.21164414	-1.69650014	-2.22062844	1.26233984	1.56841370	1.09131742	1.57892150	0.00031685	0.00041705	13.95459123	15.35202731	2.79451309	1.26238781	1.09143079	0.00038318	6.20449722	5.65037777	11.93934011	5.74687539	0.00000000	0.00000000	0.00000000	0.00000000
8947.00000000	2.50589390	0.00000000	-14.15940736	0.35523804	16.01341389	-0.36145175	-1.69639960	-2.22043698	1.25737386	1.31261343	1.25023028	1.46744341	0.00028670	0.00038519	14.16386286	16.01749268	2.79429992	1.25740937	1.25035049	0.00035211	6.20427971	5.65332160	11.93937841	5.74882951	0.00000000	0.00000000	0.00000000	0.00000000
8952.00000000	2.50507527	0.00000000	-14.43674535	0.84568740	15.69723605	-0.23544551	-1.69657193	-2.22071383	1.25075836	1.30111604	1.21349502	1.36205938	0.00032131	0.00039029	14.46149382	15.69900170	2.79462453	1.25093402	1.21353048	0.00036638	6.20503003	5.65171563	11.93930181	5.74771326	0.00000000	0.00000000	0.00000000	0.00000000
8957.00000000	2.50652884	0.00000000	-14.28947432	0.87704924	15.50124579	-0.41163061	-1.69654172	-2.22067255	1.41512105	1.38268001	1.26159669	1.28818580	0.00032337	0.00043677	14.31636447	15.50671019	2.79457338	1.41500069	1.26161563	0.00039875	6.20642192	5.65029330	11.94217451	5.74466204	0.00000000	0.00000000	0.00000000	0.00000000
8962.00000000	2.50469166	0.00000000	-14.22410761	0.66541839	15.61144760	-0.66548677	-1.69627981	-2.22052463	1.18821187	1.27294263	1.42243657	1.36907806	0.00030055	0.00041038	14.23966358	15.62562539	2.79429684	1.18840347	1.42234159	0.00037368	6.20556011	5.65006348	11.93943724	5.74671534	0.00000000	0.00000000	0.00000000	0.00000000
8967.00000000	2.50560872	0.00000000	-14.42226475	0.60867964	15.79777376	-0.02424801	-1.69649500	-2.22061358	1.46381673	1.54502093	1.40453238	1.53291545	0.00032312	0.00039866	14.43510345	15.79779237	2.79449816	1.46396511	1.40453270	0.00037260	6.20613671	5.64997970	11.94094745	5.74565107	0.00000000	0.00000000	0.00000000	0.00000000
8972.00000000	2.50233000	0.00000000	-14.04820529	0.65095029	15.69387128	-0.07218720	-1.69643149	-2.22047255	1.37432701	1.54274441	1.25552464	1.41012160	0.00029055	0.00038475	14.06327872	15.69403730	2.79434753	1.37470990	1.25552811	0.00035297	6.20723380	5.64945269	11.93873001	5.74722011	0.00000000	0.00000000	0.00000000	0.00000000
8977.00000000	2.50624502	0.00000000	-14.48138775	1.02920474	15.72608944	-0.50134889	-1.69645696	-2.22058326	1.35961380	1.47815517	1.20782133	1.38575392	0.00033367	0.00041424	14.51791492	15.73407893	2.79445097	1.36023538	1.20801528	0.00038650	6.20494454	5.65353124	11.94043584	5.74651767	0.00000000	0.00000000	0.00000000	0.00000000
8982.00000000	2.50756251	0.00000000	-13.95984965	1.03911433	15.80499632	-0.95014193	-1.69646533	-2.22065826	1.19563805	1.47542313	1.31585670	1.24789334	0.00030314	0.00038993	13.99846994	15.83353019	2.79451565	1.19735886	1.31561826	0.00036039	6.20527148	5.65198648	11.94202540	5.74830900	0.00000000	0.00000000	0.00000000	0.00000000
8987.00000000	2.50556322	0.00000000	-14.37992408	1.01197269	15.89093646	-0.66507299	-1.69646165	-2.22055338	1.34369679	1.69425202	1.44982139	1.41680643	0.00029600	0.00039331	14.41548838	15.90484781	2.79443008	1.34564830	1.44976432	0.00036051	6.20609772	5.65153813	11.94089410	5.74532413	0.00000000	0.00000000	0.00000000	0.00000000
8992.00000000	2.50750535	0.00000000	-14.55651051	0.73110501	15.81677777	-0.46741914	-1.69650123	-2.22057517	1.31835879	1.28225132	1.20638818	1.22225371	0.00030688	0.00039772	14.57485893	15.82368287	2.79447142	1.31826918	1.20640212	0.00036687	6.20596298	5.65248783	11.94268885	5.74705938	0.00000000	0.00000000	0.00000000	0.00000000
8997.00000000	2.50801246	0.00000000	-14.12535983	0.65246890	16.20140264	-0.53453759	-1.69631661	-2.22052553	1.23517612	1.57424130	1.31119636	1.32893093	0.00034520	0.00042617	14.14042100	16.21021832	2.79431990	1.23599683	1.31121578	0.00039825	6.20590963	5.64941234	11.94304863	5.74952784	0.00000000	0.00000000	0.00000000	0.00000000
9002.00000000	2.50685412	0.00000000	-14.70600813	0.79836060	16.17782003	-0.46789082	-1.69650236	-2.22065320	1.46645479	1.45953795	1.22088336	1.50590660	0.00034544	0.00042715	14.72766291	16.18458473	2.79453411	1.46643451	1.22114935	0.00039898	6.20677417	5.65062058	11.94282291	5.74674543	0.00000000	0.00000000	0.00000000	0.00000000
9007.00000000	2.50842089	0.00000000	-13.89510649	0.70720253	16.10913358	-0.53553596	-1.69637579	-2.22056874	1.27098682	1.37409072	1.18617696	1.42597031	0.00036796	0.00046317	13.91309167	16.11803287	2.79439016	1.27126399	1.18646841	0.00043054	6.20598897	5.65304220	11.94363548	5.74731245	0.00000000	0.00000000	0.00000000	0.00000000
9012.00000000	2.50831915	0.00000000	-14.55401430	0.80580840	16.18961922	-0.27113120	-1.69644942	-2.22060333	1.27111046	1.45799494	1.34946252	1.37550015	0.00039210	0.00049132	14.57630472	16.19188940	2.79446234	1.27172343	1.34946989	0.00045727	6.20724748	5.65139518	11.94475856	5.74769274	0.00000000	0.00000000	0.00000000	0.00000000
9017.00000000	2.50931128	0.00000000	-14.47948484	0.98170472	16.56175130	-0.26013709	-1.69643998	-2.22057295	1.33497119	1.34932916	1.49784103	1.22742697	0.00036396	0.00045722	14.51272633	16.56379418	2.79443246	1.33503724	1.49778035	0.00042524	6.20720097	5.65081859	11.94572707	5.74575093	0.00000000	0.00000000	0.00000000	0.00000000
9022.00000000	2.50763700	0.00000000	-14.81867601	0.50715965	16.30226957	-0.56491586	-1.69640877	-2.22052917	1.39583714	1.48182118	1.22058642	1.23424958	0.00039257	0.00049760	14.82735208	16.31205454	2.79437873	1.39594083	1.22060290	0.00046168	6.20797113	5.65326209	11.94484338	5.74693763	0.00000000	0.00000000	0.00000000	0.00000000
9027.00000000	2.50894055	0.00000000	-15.04678098	0.79097691	16.32310387	-0.52363380	-1.69654835	-2.22074579	1.28644191	1.46526075	1.19375298	1.56080617	0.00045969	0.00057470	15.06755662	16.33150062	2.79463561	1.28696883	1.19418826	0.00053519	6.20653683	5.65528119	11.94469701	5.74991976	0.00000000	0.00000000	0.00000000	0.00000000
9032.00000000	2.50888632	0.00000000	-14.69589416	0.87085245	16.71260607	-0.48103206	-1.69644133	-2.22053124	1.20241966	1.22321856	1.42046564	1.47562128	0.00034440	0.00047112	14.72167413	16.71952731	2.79440014	1.20249307	1.42051218	0.00042879	6.20709564	5.65120333	11.94517169	5.74763734	0.00000000	0.00000000	0.00000000	0.00000000
9037.00000000	2.50962418	0.00000000	-14.59505858	0.82663791	16.21895766	-0.46524325	-1.69633400	-2.22044313	1.34552515	1.36246481	1.22922029	1.38290928	0.00044433	0.00054987	14.61844947	16.22562908	2.79426498	1.34557965	1.22935454	0.00051350	6.20640893	5.65048550	11.94518810	5.74897040	0.00000000	0.00000000	0.00000000	0.00000000
9042.00000000	2.51027982	0.00000000	-15.15881839	0.18506226	16.56289109	-0.31925932	-1.69656350	-2.22077474	1.21147183	1.43812964	1.22787564	1.36277132	0.00047773	0.00060328	15.15994799	16.56596776	2.79466781	1.21150876	1.22792850	0.00056029	6.20748687	5.65322721	11.94702389	5.74557036	0.00000000	0.00000000	0.00000000	0.00000000
9047.00000000	2.51101884	0.00000000	-14.84974547	0.71547748	16.44562250	-0.29813542	-1.69634139	-2.22039671	1.17010490	1.40869459	1.37096303	1.37513087	0.00040282	0.00047227	14.86697173	16.44832466	2.79423256	1.17071366	1.37096440	0.00044793	6.20707102	5.64906762	11.94726465	5.74640413	0.00000000	0.00000000	0.00000000	0.00000000
9052.00000000	2.50969535	0.00000000	-15.15984336	0.87428827	16.22896803	-0.59749203	-1.69639922	-2.22058950	1.45994729	1.35482761	1.22586696	1.49403386	0.00044611	0.00058352	15.18503312	16.23996306	2.79442088	1.45961133	1.22626959	0.00053699	6.20742600	5.64957547	11.94629067	5.74722285	0.00000000	0.00000000	0.00000000	0.00000000
9057.00000000	2.51164086	0.00000000	-14.64949685	1.00437944	16.37791843	-0.37875489	-1.69652398	-2.22064632	1.26033000	1.51332413	1.24468255	1.21037092	0.00046108	0.00063883	14.68388695	16.38229737	2.79454177	1.26163178	1.24466446	0.00057970	6.20789931	5.65163663	11.94875982	5.74629606	0.00000000	0.00000000	0.00000000	0.00000000
9062.00000000	2.51047173	0.00000000	-15.13641200	0.27204186	16.74024633	-0.35638857	-1.69628631	-2.22033727	1.27233456	1.51748903	1.47911757	1.42642049	0.00041161	0.00048417	15.13885646	16.74403954	2.79415190	1.27242135	1.47909412	0.00045877	6.20740890	5.65058878	11.94705809	5.74776319	0.00000000	0.00000000	0.00000000	0.00000000
9067.00000000	2.51360791	0.00000000	-15.29738951	0.75627097	16.89349555	-0.54671282	-1.69655602	-2.22068585	1.16617246	1.68625826	1.35510370	1.25897492	0.00039703	0.00055836	15.31607233	16.90233968	2.79459263	1.16772224	1.35500669	0.00050494	6.20725979	5.65150599	11.95007168	5.74712709	0.00000000	0.00000000	0.00000000	0.00000000
9072.00000000	2.51095807	0.00000000	-14.77020046	0.60361050	15.92174763	-0.59869262	-1.69641356	-2.22055873	1.26634659	1.41790434	1.32320301	1.07192045	0.00040222	0.00058024	14.78252913	15.93299973	2.79440513	1.26661438	1.32288187	0.00052175	6.20786032	5.65522681	11.94811688	5.74497188	0.00000000	0.00000000	0.00000000	0.00000000
9077.00000000	2.51229131	0.00000000	-14.91980741	0.86873474	16.77847371	-0.80183594	-1.69633950	-2.22046447	1.35748830	1.48566179	1.36085864	1.44758535	0.00031919	0.00038937	14.94507789	16.79762248	2.79428527	1.35794175	1.36106254	0.00036508	6.20896015	5.65176932	11.95049028	5.74526463	0.00000000	0.00000000	0.00000000	0.00000000
9082.00000000	2.51510705	0.00000000	-15.10407602	0.68714256	16.73005393	-0.20620816	-1.69649061	-2.22058013	1.21323225	1.70122218	1.16648797	1.14769786	0.00038385	0.00052956	15.11969832	16.73132470	2.79446891	1.21444225	1.16648514	0.00048102	6.20490760	5.65047626	11.94917568	5.74865646	0.00000000	0.00000000	0.00000000	0.00000000
9087.00000000	2.51388797	0.00000000	-15.57323563	0.68848866	16.74071157	-0.87233451	-1.69637619	-2.22051012	1.12223198	1.48109016	1.17721518	1.28178221	0.00039602	0.00051022	15.58844716	16.76342422	2.79434382	1.12304363	1.17751088	0.00047136	6.20769480	5.65207847	11.95075155	5.74979323	0.00000000	0.00000000	0.00000000	0.00000000
9092.00000000	2.51298053	0.00000000	-15.60148545	0.40401015	17.11010865	-0.50804841	-1.69646668	-2.22053239	1.28001269	1.36026047	1.38063258	1.35809571	0.00032684	0.00043529	15.60671562	17.11764970	2.79441644	1.28006815	1.38061289	0.00039877	6.20819684	5.65148923	11.95037674	5.74738153	0.00000000	0.00000000	0.00000000	0.00000000
9097.00000000	2.51169028	0.00000000	-15.57942610	0.49545355	16.86770917	-0.43778835	-1.69634636	-2.22047976	1.33709888	1.57817097	1.27682477	1.28038866	0.00033946	0.00046217	15.58730226	16.87338944	2.79430158	1.33736437	1.27682717	0.00042113	6.20886645	5.65028680	11.94973243	5.74757509	0.00000000	0.00000000	0.00000000	0.00000000
9102.00000000	2.51455717	0.00000000	-15.29503667	0.49704237	16.91899846	-0.31305707	-1.69642983	-2.22049097	1.43665945	1.45369882	1.18148385	1.39765875	0.00030673	0.00041693	15.30311072	16.92189451	2.79436116	1.43667754	1.18156460	0.00038005	6.20737812	5.65163286	11.95110449	5.74932881	0.00000000	0.00000000	0.00000000	0.00000000
9107.00000000	2.51477362	0.00000000	-15.44509596	0.73448961	16.97474528	-0.79911008	-1.69645599	-2.22061143	1.17696961	1.48144878	1.39313464	1.36163452	0.00031156	0.00041082	15.46255038	16.99354449	2.79447277	1.17774524	1.39306577	0.00037729	6.20771737	5.65149915	11.95171733	5.74577761	0.00000000	0.00000000	0.00000000	0.00000000
9112.00000000	2.51416969	0.00000000	-15.75282666	0.61341508	17.03486488	-0.71063168	-1.69635158	-2.22052368	1.30521961	1.44730147	1.33764564	1.37156397	0.00035415	0.00043234	15.76476532	17.04968090	2.79433965	1.30544642	1.33770531	0.00040529	6.20703682	5.65487969	11.95045745	5.74764212	0.00000000	0.00000000	0.00000000	0.00000000
