Time (ms)	Distance 1 (um)	Distance 2 (um)	Force Channel 1 (pN)	Force Channel 2 (pN)	Force Channel 3 (pN)	Force Channel 4 (pN)	Force Channel 5 (pN)	Force Channel 6 (pN)	Force Channel 1 STDEV (pN)	Force Channel 2 STDEV (pN)	Force Channel 3 STDEV (pN)	Force Channel 4 STDEV (pN)	Force Channel 5 STDEV (pN)	Force Channel 6 STDEV (pN)	Force Trap 1 (pN)	Force Trap 2 (pN)	Force Trap 3 (pN)	Force Trap 1 STDEV (pN)	Force Trap 2 STDEV (pN)	Force Trap 3 STDEV (pN)	Bead 1 X position (um)	Bead 1 Y position (um)	Bead 2 X position (um)	Bead 2 Y position (um)	Bead 3 X position (um)	Bead 3 Y position (um)	Bead 4 X position (um)	Bead 4 Y position (um)
5540.00000000	2.22431114	0.00000000	-3.61800405	0.30320144	4.35526789	-0.39764860	-1.69632907	-2.22065711	1.41440065	1.40078629	1.33313234	1.39013677	0.00030246	0.00040959	3.63068650	4.37338345	2.79443202	1.41430615	1.33361360	0.00037370	6.18146435	5.64820649	11.63488222	5.74691574	0.00000000	0.00000000	0.00000000	0.00000000
5545.00000000	2.22379844	0.00000000	-3.35233976	0.69371049	4.51839711	-0.22943859	-1.69626896	-2.22054416	1.40469319	1.55600956	1.49439036	1.37729251	0.00032324	0.00039432	3.42336327	4.52421866	2.79430577	1.41122617	1.49410098	0.00036972	6.18158815	5.64872665	11.63451014	5.74649783	0.00000000	0.00000000	0.00000000	0.00000000
5550.00000000	2.22342870	0.00000000	-3.95234225	0.41329075	4.96856862	0.06838183	-1.69632929	-2.22057492	1.39713586	1.58013291	1.34781046	1.33321873	0.00031528	0.00036539	3.97389211	4.96903916	2.79436684	1.39924325	1.34780771	0.00034777	6.18299851	5.65088767	11.63561544	5.74497872	0.00000000	0.00000000	0.00000000	0.00000000
5555.00000000	2.22556275	0.00000000	-3.81095667	0.81042774	4.85785690	-0.40826998	-1.69634727	-2.22068247	1.42371058	1.53833703	1.33875778	1.32747943	0.00026234	0.00034216	3.89617554	4.87498287	2.79446322	1.42886039	1.33867901	0.00031511	6.18119897	5.65002928	11.63591366	5.74621946	0.00000000	0.00000000	0.00000000	0.00000000
5560.00000000	2.22254682	0.00000000	-3.58171869	0.73045470	4.75481345	-0.28546354	-1.69633122	-2.22063684	1.45157792	1.27861923	1.17004971	1.34659065	0.00030866	0.00040344	3.65544427	4.76337490	2.79441722	1.44506843	1.17073138	0.00037134	6.18318660	5.64932992	11.63484529	5.74773925	0.00000000	0.00000000	0.00000000	0.00000000
5565.00000000	2.22525890	0.00000000	-3.48867572	0.64859734	4.49423439	-0.62703393	-1.69636520	-2.22073796	1.49936329	1.44289204	1.37012507	1.17977461	0.00028188	0.00036105	3.54845555	4.53776534	2.79451820	1.49751099	1.36673880	0.00033407	6.18339316	5.64669525	11.63769883	5.74867219	0.00000000	0.00000000	0.00000000	0.00000000
5570.00000000	2.22437512	0.00000000	-3.73797066	0.24410143	4.63505873	-0.14650801	-1.69634911	-2.22060574	1.37019765	1.63097711	1.54453325	1.18753579	0.00025901	0.00033501	3.74593248	4.63737362	2.79440337	1.37140986	1.54421807	0.00030918	6.18219073	5.64891577	11.63564007	5.74940610	0.00000000	0.00000000	0.00000000	0.00000000
5575.00000000	2.22516596	0.00000000	-3.97340534	0.49897304	4.46109970	-0.31106915	-1.69640409	-2.22067691	1.48113921	1.55062757	1.53209939	1.45168519	0.00031964	0.00042302	4.00461285	4.47193186	2.79449329	1.48224292	1.53172046	0.00038814	6.18289249	5.65258598	11.63725014	5.74649168	0.00000000	0.00000000	0.00000000	0.00000000
5580.00000000	2.22606661	0.00000000	-3.61014982	0.47804293	4.79125246	-0.16239458	-1.69630807	-2.22061017	1.35775496	1.35214930	1.50257697	1.25129968	0.00027561	0.00036110	3.64166264	4.79400377	2.79438197	1.35765856	1.50231272	0.00033216	6.18286103	5.64999748	11.63812016	5.74386248	0.00000000	0.00000000	0.00000000	0.00000000
5585.00000000	2.22834629	0.00000000	-4.08344737	0.45633260	4.89909386	-0.37143025	-1.69635308	-2.22065040	1.35806158	1.37968572	1.36578151	1.43610411	0.00032746	0.00038499	4.10886625	4.91315388	2.79444126	1.35833040	1.36619371	0.00036485	6.18015864	5.64929299	11.63766053	5.74530019	0.00000000	0.00000000	0.00000000	0.00000000
5590.00000000	2.22563195	0.00000000	-4.21141831	0.79940700	4.64809261	-0.33675070	-1.69639171	-2.22064981	1.34162464	1.48880393	1.51276374	1.42328965	0.00034951	0.00039567	4.28661821	4.66027531	2.79446425	1.34701320	1.51231030	0.00037931	6.18302518	5.65005425	11.63783152	5.74496368	0.00000000	0.00000000	0.00000000	0.00000000
5595.00000000	2.22525543	0.00000000	-3.95182850	0.28564229	5.16383128	0.05381074	-1.69623151	-2.22056607	1.53916810	1.46314223	1.41709660	1.42814540	0.00028618	0.00036044	3.96213832	5.16411165	2.79430045	1.53878267	1.41709781	0.00033499	6.18405662	5.64709640	11.63842111	5.74568527	0.00000000	0.00000000	0.00000000	0.00000000
5600.00000000	2.22694977	0.00000000	-4.21701058	0.70139388	5.22452280	-0.46984409	-1.69634241	-2.22065342	1.47442897	1.68077137	1.30704644	1.21858926	0.00028889	0.00036029	4.27494229	5.24560692	2.79443719	1.48036030	1.30636061	0.00033575	6.18219278	5.64745583	11.63824328	5.74652040	0.00000000	0.00000000	0.00000000	0.00000000
5605.00000000	2.22532719	0.00000000	-3.96653050	0.16258149	4.63473269	0.04133343	-1.69631317	-2.22060437	1.45377686	1.25861358	1.46743742	1.33191136	0.00030440	0.00041284	3.96986108	4.63491699	2.79438046	1.45347147	1.46742714	0.00037653	6.18378645	5.65047284	11.63826516	5.74668456	0.00000000	0.00000000	0.00000000	0.00000000
5610.00000000	2.22381615	0.00000000	-3.90327210	0.62537328	5.09356865	-0.28006971	-1.69627215	-2.22064536	1.39084753	1.51672839	1.23570903	1.33848871	0.00028199	0.00037664	3.95305260	5.10126265	2.79438813	1.39413667	1.23603168	0.00034480	6.18514345	5.64948826	11.63806408	5.74831789	0.00000000	0.00000000	0.00000000	0.00000000
5614.00000000	2.22720124	0.00000000	-4.30471321	0.31464355	5.12316763	-0.30692585	-1.69640569	-2.22069282	1.53267333	1.35392047	1.31800901	1.43344008	0.00027047	0.00037648	4.31619698	5.13235326	2.79450691	1.53177854	1.31843984	0.00034127	6.18249031	5.64969687	11.63885065	5.74549513	0.00000000	0.00000000	0.00000000	0.00000000
5619.00000000	2.22813066	0.00000000	-4.13662849	0.76467514	4.82411040	-0.37540618	-1.69635365	-2.22070325	1.33390520	1.67159605	1.38290348	1.11832781	0.00032439	0.00043724	4.20671170	4.83869517	2.79448361	1.34641694	1.38146251	0.00039938	6.18429396	5.64863842	11.64152499	5.74773309	0.00000000	0.00000000	0.00000000	0.00000000
5625.00000000	2.22756957	0.00000000	-3.95890872	0.08331891	4.97512528	-0.46137273	-1.69628581	-2.22066625	1.32426940	1.44248367	1.25043273	1.39830595	0.00028394	0.00036843	3.95978539	4.99647239	2.79441302	1.32432408	1.25176743	0.00033975	6.18421872	5.65012744	11.64096413	5.74496983	0.00000000	0.00000000	0.00000000	0.00000000
5630.00000000	2.22799620	0.00000000	-4.14192747	0.38483686	5.21002911	0.07827513	-1.69640667	-2.22065935	1.50218894	1.58419862	1.35427788	1.47515230	0.00028086	0.00035686	4.15976713	5.21061708	2.79448091	1.50290983	1.35430638	0.00033089	6.18288634	5.64672158	11.63994501	5.74788083	0.00000000	0.00000000	0.00000000	0.00000000
5634.00000000	2.22733354	0.00000000	-3.84470730	0.66581108	4.96376475	-0.05765831	-1.69631300	-2.22057433	1.35822190	1.43782513	1.22178717	1.62993796	0.00029461	0.00040718	3.90193268	4.96409961	2.79435648	1.36060551	1.22185143	0.00036970	6.18330698	5.65026457	11.63978633	5.74681793	0.00000000	0.00000000	0.00000000	0.00000000
5639.00000000	2.22647388	0.00000000	-3.82188211	0.55295244	4.80671384	-0.42834620	-1.69627425	-2.22055398	1.56922697	1.47613276	1.28926492	1.19752984	0.00034167	0.00042581	3.86167571	4.82576195	2.79431679	1.56737376	1.28856769	0.00039689	6.18433705	5.64869519	11.63995595	5.74528515	0.00000000	0.00000000	0.00000000	0.00000000
5644.00000000	2.23093373	0.00000000	-3.91641311	0.24870010	5.08722597	-0.09561808	-1.69630023	-2.22053745	1.43773295	1.33209031	1.31071163	1.28526292	0.00030152	0.00039191	3.92430164	5.08812450	2.79431942	1.43732419	1.31070273	0.00036124	6.18226460	5.64978716	11.64229925	5.74887738	0.00000000	0.00000000	0.00000000	0.00000000
5649.00000000	2.23242672	0.00000000	-3.77502358	0.63050726	4.75204886	-0.56366269	-1.69625211	-2.22060616	1.19751709	1.45665003	1.45439239	1.40610687	0.00032861	0.00042133	3.82731531	4.78536143	2.79434481	1.20528537	1.45373343	0.00038974	6.18336443	5.65045232	11.64502421	5.74198497	0.00000000	0.00000000	0.00000000	0.00000000
5654.00000000	2.23068014	0.00000000	-3.66772916	0.67725519	4.91954106	-0.68006430	-1.69626580	-2.22063463	1.58209151	1.41588460	1.23729844	1.29112051	0.00035318	0.00043773	3.72973348	4.96632376	2.79437575	1.57689060	1.23832920	0.00040862	6.18331724	5.65139074	11.64316790	5.74656623	0.00000000	0.00000000	0.00000000	0.00000000
5659.00000000	2.23147439	0.00000000	-4.49502781	0.36837512	5.24517635	0.34325146	-1.69632659	-2.22048777	1.40767390	1.37762102	1.16759682	1.35340509	0.00034136	0.00042026	4.51009703	5.25639577	2.79429595	1.40747554	1.16845190	0.00039303	6.18383022	5.64876119	11.64447566	5.74391309	0.00000000	0.00000000	0.00000000	0.00000000
5664.00000000	2.23196523	0.00000000	-3.81728911	0.16259752	5.25212744	-0.44216835	-1.69628409	-2.22063641	1.33450522	1.72519946	1.43013403	1.33149157	0.00034313	0.00046175	3.82075046	5.27070730	2.79438827	1.33531612	1.42946358	0.00042193	6.18359904	5.64803413	11.64464802	5.74807508	0.00000000	0.00000000	0.00000000	0.00000000
5669.00000000	2.22852626	0.00000000	-4.00279317	0.89340760	5.12461924	-0.37356941	-1.69636913	-2.22077358	1.61710314	1.54601864	1.44454600	1.18689260	0.00037470	0.00042540	4.10128398	5.13821725	2.79454889	1.61380076	1.44330500	0.00040745	6.18410450	5.65055595	11.64179037	5.74633573	0.00000000	0.00000000	0.00000000	0.00000000
5674.00000000	2.23032703	0.00000000	-4.18314813	0.70226197	5.22801236	-0.38826179	-1.69630954	-2.22051046	1.24551109	1.36033288	1.34683993	1.25174089	0.00032730	0.00044907	4.24168601	5.24240979	2.79430362	1.24879918	1.34633662	0.00040844	6.18480078	5.64965754	11.64431698	5.74375441	0.00000000	0.00000000	0.00000000	0.00000000
5679.00000000	2.23251489	0.00000000	-3.96232487	0.35472221	5.29541534	-0.15668018	-1.69638650	-2.22060502	1.59469182	1.33145902	1.35140810	1.69875873	0.00038220	0.00046417	3.97817121	5.29773275	2.79442549	1.59277050	1.35175092	0.00043576	6.18385484	5.64592133	11.64543870	5.74677142	0.00000000	0.00000000	0.00000000	0.00000000
5684.00000000	2.23342423	0.00000000	-3.95525922	0.28995388	5.22856756	-0.29487601	-1.69642612	-2.22069346	1.56730053	1.25496034	1.32993165	1.41407575	0.00040475	0.00046629	3.96587301	5.23687603	2.79451982	1.56579659	1.33020684	0.00044461	6.18365376	5.65074370	11.64623074	5.74695678	0.00000000	0.00000000	0.00000000	0.00000000
5689.00000000	2.23480700	0.00000000	-4.24430813	0.44488398	5.34313357	-0.50371138	-1.69626594	-2.22049090	1.26908259	1.43084476	1.29997285	1.67958879	0.00031714	0.00039191	4.26756058	5.36682415	2.79426162	1.27095122	1.30379953	0.00036614	6.18367633	5.64887405	11.64765478	5.74403210	0.00000000	0.00000000	0.00000000	0.00000000
5694.00000000	2.23224809	0.00000000	-3.99266363	0.10562446	5.32942645	-0.08156220	-1.69645193	-2.22065608	1.46143308	1.44664052	1.22335115	1.06805798	0.00034137	0.00044802	3.99406052	5.33005053	2.79450579	1.46142279	1.22331709	0.00041194	6.18524742	5.64873418	11.64658914	5.74823650	0.00000000	0.00000000	0.00000000	0.00000000
5699.00000000	2.23375672	0.00000000	-4.40784925	0.36079802	4.90063166	-0.42170537	-1.69632021	-2.22061364	1.39577376	1.36190310	1.33653520	1.32284382	0.00032538	0.00046083	4.42259089	4.91874233	2.79439210	1.39555105	1.33643508	0.00041608	6.18487602	5.65004160	11.64778747	5.74614559	0.00000000	0.00000000	0.00000000	0.00000000
5704.00000000	2.23510425	0.00000000	-4.04113352	0.69197672	5.03920674	-0.61512362	-1.69627326	-2.22058543	1.43104055	1.46234157	1.31191735	1.35628483	0.00032635	0.00041920	4.09995023	5.07661123	2.79434118	1.43194165	1.31257958	0.00038758	6.18435825	5.65075567	11.64867527	5.74351365	0.00000000	0.00000000	0.00000000	0.00000000
5709.00000000	2.23764489	0.00000000	-4.49088812	0.47860085	5.57869480	-0.40900394	-1.69639118	-2.22065127	1.39719344	1.49772501	1.32948664	1.30632981	0.00032381	0.00045851	4.51631873	5.59366784	2.79446508	1.39836253	1.32936391	0.00041400	6.18205120	5.64914354	11.64884626	5.74554095	0.00000000	0.00000000	0.00000000	0.00000000
5714.00000000	2.23519286	0.00000000	-4.37092661	0.62285447	4.92731979	-0.67177018	-1.69620858	-2.22056015	1.47802928	1.48455455	1.47853289	1.35136464	0.00029424	0.00038956	4.41508178	4.97290212	2.79428183	1.47815942	1.47631042	0.00035741	6.18344104	5.64647159	11.64770676	5.74713530	0.00000000	0.00000000	0.00000000	0.00000000
5719.00000000	2.23337895	0.00000000	-3.90238414	0.31478651	4.75100962	-0.51672785	-1.69636815	-2.22071530	1.52774272	1.41054752	1.55530059	1.10841064	0.00037507	0.00045326	3.91505971	4.77902710	2.79450198	1.52701396	1.55082022	0.00042612	6.18450530	5.65271731	11.64710212	5.74515929	0.00000000	0.00000000	0.00000000	0.00000000
5724.00000000	2.23501582	0.00000000	-3.70804577	0.79161271	4.66367291	-0.19758290	-1.69630253	-2.22065327	1.47326280	1.45509447	1.29871636	1.20703100	0.00034673	0.00040613	3.79160311	4.66785647	2.79441285	1.47247552	1.29855787	0.00038531	6.18430900	5.64692814	11.64839073	5.74796633	0.00000000	0.00000000	0.00000000	0.00000000
5729.00000000	2.23961354	0.00000000	-4.08346189	0.66142502	4.93883976	-0.24223926	-1.69626789	-2.22067507	1.53783403	1.44132658	1.28941933	1.45803919	0.00031630	0.00041099	4.13668274	4.94477684	2.79440916	1.53544231	1.28985039	0.00037887	6.18269824	5.65082851	11.65149324	5.74545135	0.00000000	0.00000000	0.00000000	0.00000000
5734.00000000	2.23936180	0.00000000	-3.95597484	0.58837104	5.41266889	-0.63214673	-1.69635899	-2.22071171	1.51311442	1.42221010	1.37542616	1.37167495	0.00038284	0.00048046	3.99948964	5.44945814	2.79449358	1.51120498	1.37537575	0.00044697	6.18217432	5.64895442	11.65065332	5.74721874	0.00000000	0.00000000	0.00000000	0.00000000
5739.00000000	2.23877038	0.00000000	-4.14608598	0.78840926	5.00081985	-0.23697030	-1.69623865	-2.22053113	1.45536671	1.42452418	1.43775242	1.24513163	0.00038480	0.00047055	4.22038128	5.00643127	2.79427702	1.45430139	1.43734972	0.00044089	6.18289796	5.64972731	11.65081885	5.74611549	0.00000000	0.00000000	0.00000000	0.00000000
5744.00000000	2.23730089	0.00000000	-4.09064145	0.46503209	5.20087711	-0.43446430	-1.69629679	-2.22069822	1.28736906	1.37455205	1.23158465	1.29514174	0.00033721	0.00047144	4.11698947	5.21899243	2.79444510	1.28851856	1.23203638	0.00042692	6.18553948	5.64973415	11.65194330	5.74877068	0.00000000	0.00000000	0.00000000	0.00000000
5749.00000000	2.23905584	0.00000000	-4.16047033	0.78285079	5.19264118	-0.75372164	-1.69633710	-2.22065928	1.55717464	1.56641657	1.31570427	1.50869586	0.00036720	0.00049253	4.23348187	5.24705810	2.79443862	1.55749158	1.31997166	0.00045042	6.18264147	5.65039419	11.65081064	5.74887123	0.00000000	0.00000000	0.00000000	0.00000000
5754.00000000	2.23864069	0.00000000	-4.03611476	0.46155043	4.95176157	-0.44622704	-1.69624438	-2.22050412	1.51064892	1.35866265	1.33460992	1.31668997	0.00039103	0.00052763	4.06241937	4.97182675	2.79425903	1.50878458	1.33446653	0.00048182	6.18508942	5.65028954	11.65287624	5.74692395	0.00000000	0.00000000	0.00000000	0.00000000
5759.00000000	2.23870139	0.00000000	-3.83327038	0.68919714	4.97173791	-0.43353456	-1.69632289	-2.22061556	1.56082968	1.35075300	1.57830186	1.32061015	0.00039354	0.00050393	3.89473421	4.99060418	2.79439525	1.55468203	1.57651495	0.00046630	6.18309016	5.64824035	11.65091871	5.74594313	0.00000000	0.00000000	0.00000000	0.00000000
5764.00000000	2.24007468	0.00000000	-4.16354782	0.51412195	4.94517307	-0.33521663	-1.69629912	-2.22055340	1.39548279	1.32130801	1.29909937	1.20861423	0.00045983	0.00058283	4.19517006	4.95652166	2.79433142	1.39439796	1.29869984	0.00054077	6.18354364	5.64869382	11.65274218	5.74659291	0.00000000	0.00000000	0.00000000	0.00000000
5769.00000000	2.23988213	0.00000000	-4.29066838	0.78452190	5.34158167	-0.26805921	-1.69632242	-2.22067756	1.46924660	1.44284310	1.29920640	1.37140842	0.00042997	0.00053834	4.36180120	5.34830351	2.79444423	1.46839987	1.29939281	0.00050114	6.18443554	5.65247963	11.65350003	5.74705322	0.00000000	0.00000000	0.00000000	0.00000000
5774.00000000	2.23905887	0.00000000	-4.27077229	0.30915151	5.29324922	-0.35597105	-1.69629578	-2.22057782	1.43151374	1.63978267	1.27075384	1.30961281	0.00037180	0.00046976	4.28194705	5.30520525	2.79434880	1.43267788	1.27093145	0.00043623	6.18395402	5.64777422	11.65214849	5.74500677	0.00000000	0.00000000	0.00000000	0.00000000
5779.00000000	2.23697568	0.00000000	-3.93062125	0.29765880	5.20194160	0.01938669	-1.69628547	-2.22054881	1.49925270	1.48651707	1.45342581	1.38212360	0.00043689	0.00057854	3.94187572	5.20197773	2.79431950	1.49918039	1.45342484	0.00053076	6.18521117	5.64906762	11.65128395	5.74842254	0.00000000	0.00000000	0.00000000	0.00000000
5784.00000000	2.24097996	0.00000000	-4.29970616	0.43553182	5.32967638	-0.04554405	-1.69641855	-2.22067370	1.19559972	1.48089953	1.34658461	1.50973444	0.00035970	0.00052144	4.32170811	5.32987097	2.79449953	1.19883859	1.34659724	0.00046838	6.18350260	5.64971944	11.65362998	5.74630153	0.00000000	0.00000000	0.00000000	0.00000000
5789.00000000	2.24193681	0.00000000	-4.61502764	0.64358872	5.75652976	0.03759181	-1.69628028	-2.22048228	1.45113856	1.51300647	1.56669537	1.51059523	0.00042237	0.00052689	4.65968739	5.75665251	2.79426347	1.45234345	1.56669302	0.00049097	6.18348139	5.64898827	11.65453420	5.74734323	0.00000000	0.00000000	0.00000000	0.00000000
5794.00000000	2.24327279	0.00000000	-4.34558828	0.62867232	5.46100745	-0.29937756	-1.69636806	-2.22066335	1.27430873	1.34154064	1.28361794	1.51696592	0.00039121	0.00047870	4.39082753	5.46920738	2.79446065	1.27572257	1.28438045	0.00044845	6.18372762	5.65075977	11.65618121	5.74545272	0.00000000	0.00000000	0.00000000	0.00000000
5799.00000000	2.23944250	0.00000000	-4.69909730	0.34550290	5.68508679	-0.15461248	-1.69633378	-2.22059902	1.32509775	1.44973668	1.32598413	1.47011906	0.00035392	0.00044632	4.71178179	5.68718883	2.79438871	1.32579925	1.32609645	0.00041467	6.18579118	5.65371865	11.65443844	5.74698346	0.00000000	0.00000000	0.00000000	0.00000000
5804.00000000	2.24440931	0.00000000	-4.18262742	0.45424400	5.11038035	-0.40829670	-1.69615159	-2.22042779	1.42447727	1.57398868	1.49234988	1.46210112	0.00038646	0.00045067	4.20722115	5.12666495	2.79414205	1.42631041	1.49215995	0.00042813	6.18269277	5.65112194	11.65624961	5.74772831	0.00000000	0.00000000	0.00000000	0.00000000
5809.00000000	2.24150561	0.00000000	-4.17363307	0.51417514	5.13665257	-0.14081466	-1.69635963	-2.22068500	1.44548468	1.47877713	1.34696873	1.41554984	0.00035513	0.00050144	4.20518598	5.13858233	2.79447274	1.44598806	1.34702154	0.00045306	6.18548818	5.64967020	11.65614975	5.74577214	0.00000000	0.00000000	0.00000000	0.00000000
5814.00000000	2.24433856	0.00000000	-4.18007838	0.55330660	5.58198878	-0.23557959	-1.69626234	-2.22055124	1.46610973	1.56551308	1.39129009	1.34060418	0.00027784	0.00035073	4.21653927	5.58695771	2.79430738	1.46787836	1.39120161	0.00032577	6.18371053	5.64837885	11.65714835	5.74768179	0.00000000	0.00000000	0.00000000	0.00000000
5819.00000000	2.24255071	0.00000000	-4.07518217	0.69773327	5.11569640	-0.18030570	-1.69622542	-2.22053544	1.28652475	1.45119103	1.33370560	1.37579822	0.00032324	0.00041410	4.13448200	5.11887291	2.79427241	1.29150489	1.33375864	0.00038314	6.18485755	5.65203231	11.65657244	5.74767427	0.00000000	0.00000000	0.00000000	0.00000000
5824.00000000	2.24805459	0.00000000	-4.67641398	0.32948355	5.55484210	-0.19035297	-1.69642406	-2.22074973	1.42668671	1.42238034	1.18871630	1.30613353	0.00035106	0.00044445	4.68800673	5.55810265	2.79456329	1.42666547	1.18886081	0.00041251	6.18364486	5.65020472	11.66082951	5.74782885	0.00000000	0.00000000	0.00000000	0.00000000
5829.00000000	2.24747964	0.00000000	-4.50396973	0.57658565	5.86399134	-0.12773770	-1.69619478	-2.22052101	1.35749351	1.55224432	1.28723412	1.25701660	0.00029601	0.00039246	4.54072620	5.86538245	2.79424235	1.36085480	1.28721996	0.00035994	6.18270440	5.65028201	11.65932066	5.74753200	0.00000000	0.00000000	0.00000000	0.00000000
5834.00000000	2.24393392	0.00000000	-4.49768743	-0.05020217	5.76872168	-0.05391649	-1.69630922	-2.22059565	1.20488657	1.26288752	1.41196892	1.43117554	0.00030803	0.00041114	4.49796759	5.76897364	2.79437113	1.20489397	1.41197061	0.00037644	6.18520570	5.64891372	11.65826460	5.74678510	0.00000000	0.00000000	0.00000000	0.00000000
5839.00000000	2.24200982	0.00000000	-4.28431708	0.24250199	5.39837374	-0.15550796	-1.69635703	-2.22067165	1.40267714	1.51060043	1.48575629	1.32916060	0.00028394	0.00039053	4.29117467	5.40061309	2.79446055	1.40303502	1.48563329	0.00035499	6.18611333	5.64863603	11.65723453	5.74724747	0.00000000	0.00000000	0.00000000	0.00000000
5844.00000000	2.24528032	0.00000000	-4.61986066	0.24783640	5.25112641	-0.17372717	-1.69626610	-2.22048725	1.29011026	1.54298696	1.18933145	1.47082440	0.00027344	0.00035709	4.62650358	5.25399940	2.79425881	1.29090679	1.18967559	0.00032875	6.18500119	5.64986445	11.65942189	5.74688291	0.00000000	0.00000000	0.00000000	0.00000000
5849.00000000	2.24558533	0.00000000	-4.38946960	0.44499229	5.69626259	-0.36784197	-1.69635091	-2.22062769	1.43270045	1.41275015	1.51952470	1.41436321	0.00033226	0.00039286	4.41196799	5.70812712	2.79442190	1.43249889	1.51910305	0.00037168	6.18485276	5.64959325	11.65960246	5.74525163	0.00000000	0.00000000	0.00000000	0.00000000
5854.00000000	2.24690921	0.00000000	-4.69921710	0.50796482	5.67294343	-0.43268467	-1.69630487	-2.22056662	1.26346477	1.45067402	1.23388860	1.42922413	0.00029685	0.00039572	4.72659175	5.68942028	2.79434542	1.26578504	1.23510719	0.00036244	6.18335007	5.65072249	11.65941505	5.74688291	0.00000000	0.00000000	0.00000000	0.00000000
5859.00000000	2.24730937	0.00000000	-4.70439417	0.27631567	5.59515614	-0.26867904	-1.69614634	-2.22039051	1.35700285	1.43242657	1.33707815	1.76261652	0.00029857	0.00039139	4.71250198	5.60160340	2.79410923	1.35726934	1.33821245	0.00035998	6.18394992	5.65063631	11.66040407	5.74742394	0.00000000	0.00000000	0.00000000	0.00000000
5864.00000000	2.24756825	0.00000000	-4.47330844	0.56560225	5.70990115	-0.54283680	-1.69632127	-2.22055467	1.41316626	1.17507187	1.41864470	1.21496370	0.00030786	0.00038724	4.50892385	5.73564669	2.79434588	1.40973120	1.41695024	0.00036003	6.18483635	5.65070334	11.66158462	5.74547871	0.00000000	0.00000000	0.00000000	0.00000000
5869.00000000	2.24902082	0.00000000	-4.15289124	0.21803465	5.48009581	-0.06859266	-1.69633079	-2.22049939	1.28758584	1.35272476	1.33229277	1.40390772	0.00026436	0.00032286	4.15861092	5.48052507	2.79430773	1.28776941	1.33230429	0.00030262	6.18415579	5.65166467	11.66234246	5.74726799	0.00000000	0.00000000	0.00000000	0.00000000
5874.00000000	2.24986331	0.00000000	-4.23951731	0.39385488	5.51516103	-0.14620660	-1.69618429	-2.22046963	1.34602004	1.39512545	1.32619618	1.52394476	0.00028739	0.00039015	4.25777274	5.51709865	2.79419515	1.34644782	1.32634540	0.00035575	6.18432405	5.65054329	11.66336569	5.74543630	0.00000000	0.00000000	0.00000000	0.00000000
5879.00000000	2.24997804	0.00000000	-4.08275801	0.65849409	5.69782075	-0.68893152	-1.69631754	-2.22066480	1.28802298	1.42879893	1.28182994	1.34513329	0.00030928	0.00040566	4.13552021	5.73931947	2.79443114	1.29178176	1.28276426	0.00037305	6.18480283	5.65398984	11.66403325	5.74450747	0.00000000	0.00000000	0.00000000	0.00000000
5884.00000000	2.25068390	0.00000000	-4.45224309	0.73862347	5.92094803	-0.50223817	-1.69631750	-2.22056665	1.63270973	1.35856124	1.47495440	1.54876948	0.00029686	0.00037258	4.51309574	5.94221076	2.79435311	1.62596915	1.47549481	0.00034660	6.18319823	5.64726876	11.66295941	5.74783432	0.00000000	0.00000000	0.00000000	0.00000000
5889.00000000	2.25139916	0.00000000	-4.56671603	0.46297262	5.62534366	-0.45511431	-1.69627220	-2.22051685	1.15769535	1.20489219	1.39243407	1.23000210	0.00028395	0.00037737	4.59012407	5.64372398	2.79428604	1.15818519	1.39143903	0.00034589	6.18521459	5.64571887	11.66567479	5.74717223	0.00000000	0.00000000	0.00000000	0.00000000
5894.00000000	2.25182589	0.00000000	-4.79452908	0.38576047	6.00169099	-0.17623491	-1.69636366	-2.22058961	1.35298313	1.62869550	1.22462139	1.38012210	0.00032872	0.00043296	4.81002290	6.00427793	2.79439937	1.35493577	1.22476385	0.00039774	6.18450804	5.64909839	11.66541761	5.74932470	0.00000000	0.00000000	0.00000000	0.00000000
5899.00000000	2.25075152	0.00000000	-5.04969163	0.54400044	5.82144891	-0.47229620	-1.69636762	-2.22062868	1.53764569	1.23160511	1.25543568	1.32234942	0.00034713	0.00044324	5.07890953	5.84057627	2.79443283	1.53448080	1.25588482	0.00041045	6.18415032	5.65062127	11.66404419	5.74757715	0.00000000	0.00000000	0.00000000	0.00000000
5904.00000000	2.25051118	0.00000000	-4.83733685	0.79286353	5.95628153	-0.28734216	-1.69625887	-2.22053111	1.43249806	1.53152752	1.47115032	1.55235642	0.00032211	0.00046119	4.90188335	5.96320846	2.79428928	1.43517592	1.47134406	0.00041539	6.18555794	5.64905736	11.66520148	5.74657444	0.00000000	0.00000000	0.00000000	0.00000000
5909.00000000	2.25011697	0.00000000	-4.68479637	0.26646113	5.97055668	-0.27975394	-1.69631869	-2.22053595	1.49393186	1.62959759	1.40933290	1.38695183	0.00035337	0.00044150	4.69236812	5.97710710	2.79432944	1.49438913	1.40928426	0.00041123	6.18496630	5.64845922	11.66419740	5.74699166	0.00000000	0.00000000	0.00000000	0.00000000
5914.00000000	2.24822269	0.00000000	-4.50438849	0.47891933	5.83208493	-0.15818212	-1.69642941	-2.22062808	1.42794144	1.42491976	1.37957143	1.49644350	0.00032966	0.00046536	4.52977697	5.83422970	2.79446986	1.42790770	1.37966097	0.00042048	6.18674054	5.64902316	11.66408386	5.74717565	0.00000000	0.00000000	0.00000000	0.00000000
